annotation_id,image_id,label,original_label,xmin,ymin,xmax,ymax
-5805312977254071216_121-15_57_4_453,-5805312977254071216_121-15_57_4,healthy,healthy-cocoa-leaf,100,458,854,737
-5805312977254071217_121-15_57_9_454,-5805312977254071217_121-15_57_9,healthy,healthy-cocoa-leaf,829,531,1251,937
-5805312977254071217_121-15_57_9_455,-5805312977254071217_121-15_57_9,healthy,healthy-cocoa-leaf,191,410,955,784
-5805312977254071218_121-15_57_45_456,-5805312977254071218_121-15_57_45,healthy,healthy-cocoa-leaf,339,217,971,588
-5805312977254071218_121-15_57_45_457,-5805312977254071218_121-15_57_45,healthy,healthy-cocoa-leaf,353,57,551,189
-5805312977254071218_121-15_57_45_458,-5805312977254071218_121-15_57_45,healthy,healthy-cocoa-leaf,428,132,592,315
-5805312977254071219_121-15_57_51_459,-5805312977254071219_121-15_57_51,healthy,healthy-cocoa-leaf,499,0,1219,173
-5805312977254071220_121-15_57_57_460,-5805312977254071220_121-15_57_57,healthy,healthy-cocoa-leaf,45,292,923,659
-5805312977254071220_121-15_57_57_461,-5805312977254071220_121-15_57_57,healthy,healthy-cocoa-leaf,0,684,398,960
-5805312977254071221_121-15_58_12_462,-5805312977254071221_121-15_58_12,healthy,healthy-cocoa-leaf,164,240,638,1280
-5805312977254071221_121-15_58_12_463,-5805312977254071221_121-15_58_12,healthy,healthy-cocoa-leaf,757,903,960,1280
-5805312977254071222_121-15_58_20_464,-5805312977254071222_121-15_58_20,healthy,healthy-cocoa-leaf,623,234,960,842
-5805312977254071222_121-15_58_20_465,-5805312977254071222_121-15_58_20,healthy,healthy-cocoa-leaf,200,341,568,1277
-5805312977254071223_121-15_58_26_466,-5805312977254071223_121-15_58_26,healthy,healthy-cocoa-leaf,167,295,571,1280
-5805312977254071223_121-15_58_26_467,-5805312977254071223_121-15_58_26,healthy,healthy-cocoa-leaf,173,0,465,410
-5805312977254071223_121-15_58_26_468,-5805312977254071223_121-15_58_26,healthy,healthy-cocoa-leaf,395,0,769,304
-5805312977254071224_121-15_58_34_469,-5805312977254071224_121-15_58_34,healthy,healthy-cocoa-leaf,298,122,599,407
-5805312977254071224_121-15_58_34_470,-5805312977254071224_121-15_58_34,healthy,healthy-cocoa-leaf,431,222,787,894
-5805312977254071225_121-15_58_41_471,-5805312977254071225_121-15_58_41,healthy,healthy-cocoa-leaf,0,58,288,474
-5805312977254071225_121-15_58_41_472,-5805312977254071225_121-15_58_41,healthy,healthy-cocoa-leaf,745,888,851,1116
-5805312977254071227_121-15_58_48_473,-5805312977254071227_121-15_58_48,healthy,healthy-cocoa-leaf,0,52,304,611
-5805312977254071227_121-15_58_48_474,-5805312977254071227_121-15_58_48,healthy,healthy-cocoa-leaf,12,204,787,1037
-5805312977254071227_121-15_58_48_475,-5805312977254071227_121-15_58_48,healthy,healthy-cocoa-leaf,699,629,960,909
-5805312977254071227_121-15_58_48_476,-5805312977254071227_121-15_58_48,healthy,healthy-cocoa-leaf,839,240,960,675
-5805312977254071228_121-15_58_59_477,-5805312977254071228_121-15_58_59,healthy,healthy-cocoa-leaf,0,952,197,1280
-5805312977254071231_121-15_59_51_478,-5805312977254071231_121-15_59_51,healthy,healthy-cocoa-leaf,155,341,665,1280
-5805312977254071232_121-15_59_55_479,-5805312977254071232_121-15_59_55,healthy,healthy-cocoa-leaf,219,73,796,1280
-5805312977254071233_121-16_0_2_480,-5805312977254071233_121-16_0_2,healthy,healthy-cocoa-leaf,255,33,754,1280
-5805312977254071233_121-16_0_2_481,-5805312977254071233_121-16_0_2,healthy,healthy-cocoa-leaf,85,486,295,806
-5805312977254071233_121-16_0_2_482,-5805312977254071233_121-16_0_2,healthy,healthy-cocoa-leaf,644,356,960,857
-5805312977254071234_121-16_0_10_483,-5805312977254071234_121-16_0_10,healthy,healthy-cocoa-leaf,186,139,1221,905
-5805312977254071235_121-16_0_24_484,-5805312977254071235_121-16_0_24,healthy,healthy-cocoa-leaf,328,252,909,1076
-5805312977254071235_121-16_0_24_485,-5805312977254071235_121-16_0_24,healthy,healthy-cocoa-leaf,136,173,471,897
-5805312977254071236_121-16_0_31_486,-5805312977254071236_121-16_0_31,healthy,healthy-cocoa-leaf,0,486,246,1019
-5805312977254071236_121-16_0_31_487,-5805312977254071236_121-16_0_31,healthy,healthy-cocoa-leaf,535,0,936,404
-5805312977254071237_121-16_0_37_488,-5805312977254071237_121-16_0_37,healthy,healthy-cocoa-leaf,465,216,960,1280
-5805312977254071238_121-16_0_48_489,-5805312977254071238_121-16_0_48,healthy,healthy-cocoa-leaf,255,635,696,1280
-5805312977254071239_121-16_1_19_490,-5805312977254071239_121-16_1_19,healthy,healthy-cocoa-leaf,149,122,793,1280
-5805312977254071239_121-16_1_19_491,-5805312977254071239_121-16_1_19,healthy,healthy-cocoa-leaf,67,0,535,660
-5805312977254071240_121-16_1_26_492,-5805312977254071240_121-16_1_26,healthy,healthy-cocoa-leaf,76,179,729,1280
-5805312977254071241_121-16_1_31_493,-5805312977254071241_121-16_1_31,healthy,healthy-cocoa-leaf,361,623,720,1280
-5805312977254071242_121-16_5_2_494,-5805312977254071242_121-16_5_2,healthy,healthy-cocoa-leaf,395,438,614,830
-5805312977254071242_121-16_5_2_495,-5805312977254071242_121-16_5_2,healthy,healthy-cocoa-leaf,699,325,784,669
-5805312977254071243_121-16_5_6_496,-5805312977254071243_121-16_5_6,healthy,healthy-cocoa-leaf,279,404,608,1009
-5805312977254071243_121-16_5_6_497,-5805312977254071243_121-16_5_6,healthy,healthy-cocoa-leaf,158,529,368,1180
-5805312977254071244_121-16_5_11_498,-5805312977254071244_121-16_5_11,healthy,healthy-cocoa-leaf,170,341,523,1213
-5805312977254071244_121-16_5_11_499,-5805312977254071244_121-16_5_11,healthy,healthy-cocoa-leaf,45,371,313,1149
-5805312977254071244_121-16_5_11_500,-5805312977254071244_121-16_5_11,healthy,healthy-cocoa-leaf,383,249,717,1183
-5805312977254071245_121-16_5_39_501,-5805312977254071245_121-16_5_39,healthy,healthy-cocoa-leaf,258,295,738,1174
-5805312977254071245_121-16_5_39_502,-5805312977254071245_121-16_5_39,healthy,healthy-cocoa-leaf,88,97,550,623
-5805312977254071245_121-16_5_39_503,-5805312977254071245_121-16_5_39,healthy,healthy-cocoa-leaf,0,0,225,413
-5805312977254071245_121-16_5_39_504,-5805312977254071245_121-16_5_39,healthy,healthy-cocoa-leaf,784,684,960,1095
-5805312977254071246_121-16_5_44_505,-5805312977254071246_121-16_5_44,healthy,healthy-cocoa-leaf,702,155,960,584
-5805312977254071246_121-16_5_44_506,-5805312977254071246_121-16_5_44,healthy,healthy-cocoa-leaf,0,195,255,623
-5805312977254071247_121-16_5_49_507,-5805312977254071247_121-16_5_49,healthy,healthy-cocoa-leaf,422,763,723,1280
-5805312977254071247_121-16_5_49_508,-5805312977254071247_121-16_5_49,healthy,healthy-cocoa-leaf,0,979,206,1280
-5805312977254071248_121-16_5_54_509,-5805312977254071248_121-16_5_54,healthy,healthy-cocoa-leaf,0,337,568,687
-5805312977254071248_121-16_5_54_510,-5805312977254071248_121-16_5_54,healthy,healthy-cocoa-leaf,298,420,790,1280
-5805312977254071248_121-16_5_54_511,-5805312977254071248_121-16_5_54,healthy,healthy-cocoa-leaf,45,0,526,295
-5805312977254071248_121-16_5_54_512,-5805312977254071248_121-16_5_54,healthy,healthy-cocoa-leaf,529,0,933,365
-5805312977254071248_121-16_5_54_513,-5805312977254071248_121-16_5_54,healthy,healthy-cocoa-leaf,690,222,960,672
-5805312977254071249_121-16_8_23_514,-5805312977254071249_121-16_8_23,healthy,healthy-cocoa-leaf,91,231,541,1280
-5805312977254071249_121-16_8_23_515,-5805312977254071249_121-16_8_23,healthy,healthy-cocoa-leaf,614,584,960,1280
-5805312977254071249_121-16_8_23_516,-5805312977254071249_121-16_8_23,healthy,healthy-cocoa-leaf,544,0,827,432
-5805312977254071250_121-16_8_39_517,-5805312977254071250_121-16_8_39,healthy,healthy-cocoa-leaf,18,818,778,1128
-5805312977254071250_121-16_8_39_518,-5805312977254071250_121-16_8_39,healthy,healthy-cocoa-leaf,352,976,814,1280
-5805312977254071250_121-16_8_39_519,-5805312977254071250_121-16_8_39,healthy,healthy-cocoa-leaf,729,1025,960,1234
-5805312977254071250_121-16_8_39_520,-5805312977254071250_121-16_8_39,healthy,healthy-cocoa-leaf,726,185,960,532
-5805312977254071251_121-16_8_43_521,-5805312977254071251_121-16_8_43,healthy,healthy-cocoa-leaf,565,851,869,1107
-5805312977254071252_121-16_8_47_522,-5805312977254071252_121-16_8_47,healthy,healthy-cocoa-leaf,103,58,738,1280
-5805312977254071252_121-16_8_47_523,-5805312977254071252_121-16_8_47,healthy,healthy-cocoa-leaf,538,529,960,1280
-5805312977254071252_121-16_8_47_524,-5805312977254071252_121-16_8_47,healthy,healthy-cocoa-leaf,553,0,924,301
-5805312977254071253_121-16_13_1_525,-5805312977254071253_121-16_13_1,healthy,healthy-cocoa-leaf,316,292,738,1280
-5805312977254071254_121-16_13_6_526,-5805312977254071254_121-16_13_6,healthy,healthy-cocoa-leaf,185,961,553,1280
-5805312977254071254_121-16_13_6_527,-5805312977254071254_121-16_13_6,healthy,healthy-cocoa-leaf,0,903,240,1280
-5805312977254071254_121-16_13_6_528,-5805312977254071254_121-16_13_6,healthy,healthy-cocoa-leaf,0,724,285,939
-5805312977254071254_121-16_13_6_529,-5805312977254071254_121-16_13_6,healthy,healthy-cocoa-leaf,237,459,921,964
-5805312977254071255_121-16_13_11_530,-5805312977254071255_121-16_13_11,healthy,healthy-cocoa-leaf,139,359,562,1256
-5805312977254071255_121-16_13_11_531,-5805312977254071255_121-16_13_11,healthy,healthy-cocoa-leaf,0,517,212,882
-5805312977254071256_121-16_13_15_532,-5805312977254071256_121-16_13_15,healthy,healthy-cocoa-leaf,848,453,960,1280
-5805312977254071256_121-16_13_15_533,-5805312977254071256_121-16_13_15,healthy,healthy-cocoa-leaf,182,693,547,1134
-5805312977254071257_121-16_13_22_534,-5805312977254071257_121-16_13_22,healthy,healthy-cocoa-leaf,234,228,498,490
-5805312977254071257_121-16_13_22_535,-5805312977254071257_121-16_13_22,healthy,healthy-cocoa-leaf,285,556,535,1019
-5805312977254071257_121-16_13_22_536,-5805312977254071257_121-16_13_22,healthy,healthy-cocoa-leaf,3,505,468,714
-5805312977254071258_121-16_13_34_537,-5805312977254071258_121-16_13_34,healthy,healthy-cocoa-leaf,30,192,447,900
-5805312977254071258_121-16_13_34_538,-5805312977254071258_121-16_13_34,healthy,healthy-cocoa-leaf,285,192,799,1222
-5805312977254071259_121-16_14_34_539,-5805312977254071259_121-16_14_34,healthy,healthy-cocoa-leaf,133,243,684,1234
-5805312977254071260_121-16_14_39_540,-5805312977254071260_121-16_14_39,healthy,healthy-cocoa-leaf,258,155,748,1052
-5805312977254071261_121-16_14_43_541,-5805312977254071261_121-16_14_43,healthy,healthy-cocoa-leaf,39,395,538,1280
-5805312977254071261_121-16_14_43_542,-5805312977254071261_121-16_14_43,healthy,healthy-cocoa-leaf,0,480,243,918
-5805312977254071261_121-16_14_43_543,-5805312977254071261_121-16_14_43,healthy,healthy-cocoa-leaf,608,234,960,590
-5805312977254071262_121-16_14_47_544,-5805312977254071262_121-16_14_47,healthy,healthy-cocoa-leaf,100,371,383,943
-5805312977254071262_121-16_14_47_545,-5805312977254071262_121-16_14_47,healthy,healthy-cocoa-leaf,270,240,620,970
-5805312977254071263_121-16_14_51_546,-5805312977254071263_121-16_14_51,healthy,healthy-cocoa-leaf,179,447,738,1022
-5805312977254071263_121-16_14_51_547,-5805312977254071263_121-16_14_51,healthy,healthy-cocoa-leaf,0,459,240,760
-5805312977254071263_121-16_14_51_548,-5805312977254071263_121-16_14_51,healthy,healthy-cocoa-leaf,556,912,960,1280
-5805312977254071264_121-16_14_56_549,-5805312977254071264_121-16_14_56,healthy,healthy-cocoa-leaf,0,433,325,618
-5805312977254071264_121-16_14_56_550,-5805312977254071264_121-16_14_56,healthy,healthy-cocoa-leaf,207,515,688,960
-5805312977254071265_121-16_15_1_551,-5805312977254071265_121-16_15_1,healthy,healthy-cocoa-leaf,191,61,732,1280
-5805312977254071266_121-16_15_16_552,-5805312977254071266_121-16_15_16,healthy,healthy-cocoa-leaf,249,249,586,1158
-5805312977254071267_121-16_15_23_553,-5805312977254071267_121-16_15_23,healthy,healthy-cocoa-leaf,170,100,371,587
-5805312977254071269_121-16_16_0_554,-5805312977254071269_121-16_16_0,healthy,healthy-cocoa-leaf,225,243,690,1201
-5805312977254071269_121-16_16_0_555,-5805312977254071269_121-16_16_0,healthy,healthy-cocoa-leaf,672,119,960,690
-5805312977254071270_121-16_16_6_556,-5805312977254071270_121-16_16_6,healthy,healthy-cocoa-leaf,63,280,510,939
-5805312977254071270_121-16_16_6_557,-5805312977254071270_121-16_16_6,healthy,healthy-cocoa-leaf,325,0,784,252
-5805312977254071270_121-16_16_6_558,-5805312977254071270_121-16_16_6,healthy,healthy-cocoa-leaf,322,195,842,794
-5805312977254071271_121-16_16_11_559,-5805312977254071271_121-16_16_11,healthy,healthy-cocoa-leaf,234,249,571,1070
-5805312977254071271_121-16_16_11_560,-5805312977254071271_121-16_16_11,healthy,healthy-cocoa-leaf,447,313,939,1234
-5805312977254071271_121-16_16_11_561,-5805312977254071271_121-16_16_11,healthy,healthy-cocoa-leaf,568,67,960,584
-5805312977254071272_121-16_16_18_562,-5805312977254071272_121-16_16_18,healthy,healthy-cocoa-leaf,751,228,960,1192
-5805312977254071273_121-16_16_24_563,-5805312977254071273_121-16_16_24,healthy,healthy-cocoa-leaf,179,100,629,1262
-5805312977254071273_121-16_16_24_564,-5805312977254071273_121-16_16_24,healthy,healthy-cocoa-leaf,538,739,951,1262
-5805312977254071274_121-16_16_30_565,-5805312977254071274_121-16_16_30,healthy,healthy-cocoa-leaf,24,365,206,1253
-5805312977254071275_121-16_16_38_566,-5805312977254071275_121-16_16_38,healthy,healthy-cocoa-leaf,261,225,775,1250
-5805312977254071275_121-16_16_38_567,-5805312977254071275_121-16_16_38,healthy,healthy-cocoa-leaf,18,91,416,645
-5805312977254071275_121-16_16_38_568,-5805312977254071275_121-16_16_38,healthy,healthy-cocoa-leaf,690,386,960,1019
-5805312977254071276_121-16_16_45_569,-5805312977254071276_121-16_16_45,healthy,healthy-cocoa-leaf,222,380,833,1280
-5805312977254071276_121-16_16_45_570,-5805312977254071276_121-16_16_45,healthy,healthy-cocoa-leaf,477,125,918,398
-5805312977254071277_121-16_16_52_571,-5805312977254071277_121-16_16_52,healthy,healthy-cocoa-leaf,48,897,383,1280
-5805312977254071277_121-16_16_52_572,-5805312977254071277_121-16_16_52,healthy,healthy-cocoa-leaf,298,465,678,684
-5805312977254071278_121-16_16_59_573,-5805312977254071278_121-16_16_59,healthy,healthy-cocoa-leaf,760,462,960,699
-5805312977254071278_121-16_16_59_574,-5805312977254071278_121-16_16_59,healthy,healthy-cocoa-leaf,589,155,827,410
-5805312977254071279_121-16_17_34_575,-5805312977254071279_121-16_17_34,healthy,healthy-cocoa-leaf,632,383,942,623
-5805312977254071280_121-16_17_39_576,-5805312977254071280_121-16_17_39,healthy,healthy-cocoa-leaf,0,58,261,860
-5805312977254071281_121-16_17_43_577,-5805312977254071281_121-16_17_43,healthy,healthy-cocoa-leaf,0,146,261,623
-5805312977254071281_121-16_17_43_578,-5805312977254071281_121-16_17_43,healthy,healthy-cocoa-leaf,501,602,960,1219
-5805312977254071282_121-16_17_48_579,-5805312977254071282_121-16_17_48,healthy,healthy-cocoa-leaf,0,131,316,407
-5805312977254071282_121-16_17_48_580,-5805312977254071282_121-16_17_48,healthy,healthy-cocoa-leaf,571,15,869,344
-5805312977254071282_121-16_17_48_581,-5805312977254071282_121-16_17_48,healthy,healthy-cocoa-leaf,799,119,960,1037
-5805312977254071283_121-16_17_53_582,-5805312977254071283_121-16_17_53,healthy,healthy-cocoa-leaf,349,490,678,1088
-5805312977254071284_121-16_17_57_583,-5805312977254071284_121-16_17_57,healthy,healthy-cocoa-leaf,0,137,328,654
-5805312977254071284_121-16_17_57_584,-5805312977254071284_121-16_17_57,healthy,healthy-cocoa-leaf,507,313,793,979
-5805312977254071284_121-16_17_57_585,-5805312977254071284_121-16_17_57,healthy,healthy-cocoa-leaf,650,459,960,1222
-5805312977254071284_121-16_17_57_586,-5805312977254071284_121-16_17_57,healthy,healthy-cocoa-leaf,340,0,745,395
-5805312977254071285_121-16_18_3_587,-5805312977254071285_121-16_18_3,healthy,healthy-cocoa-leaf,15,499,556,848
-5805312977254071285_121-16_18_3_588,-5805312977254071285_121-16_18_3,healthy,healthy-cocoa-leaf,267,575,741,1277
-5805312977254071285_121-16_18_3_589,-5805312977254071285_121-16_18_3,healthy,healthy-cocoa-leaf,681,420,942,772
-5805312977254071286_121-16_18_10_590,-5805312977254071286_121-16_18_10,healthy,healthy-cocoa-leaf,580,64,942,395
-5805312977254071287_121-16_18_15_591,-5805312977254071287_121-16_18_15,healthy,healthy-cocoa-leaf,121,754,824,1280
-5805312977254071288_121-16_18_20_592,-5805312977254071288_121-16_18_20,healthy,healthy-cocoa-leaf,191,304,675,1189
-5805312977254071289_121-16_18_49_593,-5805312977254071289_121-16_18_49,healthy,healthy-cocoa-leaf,6,326,1021,960
-5805312977254071290_121-16_18_54_594,-5805312977254071290_121-16_18_54,healthy,healthy-cocoa-leaf,173,371,726,1104
-5805312977254071290_121-16_18_54_595,-5805312977254071290_121-16_18_54,healthy,healthy-cocoa-leaf,0,632,322,1231
-5805312977254071291_121-16_18_58_596,-5805312977254071291_121-16_18_58,healthy,healthy-cocoa-leaf,0,0,209,286
-5805312977254071292_121-16_19_3_597,-5805312977254071292_121-16_19_3,healthy,healthy-cocoa-leaf,219,325,541,848
-5805312977254071292_121-16_19_3_598,-5805312977254071292_121-16_19_3,healthy,healthy-cocoa-leaf,638,660,960,1000
-5805312977254071293_121-16_19_8_599,-5805312977254071293_121-16_19_8,healthy,healthy-cocoa-leaf,176,195,450,678
-5805312977254071294_121-16_19_13_600,-5805312977254071294_121-16_19_13,healthy,healthy-cocoa-leaf,349,0,784,134
-5805312977254071294_121-16_19_13_601,-5805312977254071294_121-16_19_13,healthy,healthy-cocoa-leaf,0,429,273,982
-5805312977254071294_121-16_19_13_602,-5805312977254071294_121-16_19_13,healthy,healthy-cocoa-leaf,191,1052,389,1280
-5805312977254071295_121-16_19_19_603,-5805312977254071295_121-16_19_19,healthy,healthy-cocoa-leaf,0,413,264,778
-5805312977254071298_121-16_19_35_604,-5805312977254071298_121-16_19_35,healthy,healthy-cocoa-leaf,702,255,960,690
-5805312977254071298_121-16_19_35_605,-5805312977254071298_121-16_19_35,healthy,healthy-cocoa-leaf,0,821,325,1280
-5805312977254071298_121-16_19_35_606,-5805312977254071298_121-16_19_35,healthy,healthy-cocoa-leaf,0,496,149,860
-5805312977254071299_121-16_20_5_607,-5805312977254071299_121-16_20_5,healthy,healthy-cocoa-leaf,0,274,361,520
-5805312977254071299_121-16_20_5_608,-5805312977254071299_121-16_20_5,healthy,healthy-cocoa-leaf,656,283,960,566
-5805312977254071300_121-16_20_10_609,-5805312977254071300_121-16_20_10,healthy,healthy-cocoa-leaf,0,61,471,769
-5805312977254071300_121-16_20_10_610,-5805312977254071300_121-16_20_10,healthy,healthy-cocoa-leaf,200,185,821,790
-5805312977254071301_121-16_20_14_611,-5805312977254071301_121-16_20_14,healthy,healthy-cocoa-leaf,231,319,760,1237
-5805312977254071301_121-16_20_14_612,-5805312977254071301_121-16_20_14,healthy,healthy-cocoa-leaf,656,234,960,824
-5805312977254071302_121-16_20_18_613,-5805312977254071302_121-16_20_18,healthy,healthy-cocoa-leaf,565,739,960,1201
-5805312977254071302_121-16_20_18_614,-5805312977254071302_121-16_20_18,healthy,healthy-cocoa-leaf,0,122,352,854
-5805312977254071303_121-16_20_23_615,-5805312977254071303_121-16_20_23,healthy,healthy-cocoa-leaf,328,447,1039,889
-5965021963221055203_121-18_37_37_616,-5965021963221055203_121-18_37_37,healthy,healthy-cocoa-leaf,315,12,1255,846
-5965021963221055235_121-18_44_4_617,-5965021963221055235_121-18_44_4,healthy,healthy-cocoa-leaf,0,0,1182,448
-5965021963221055235_121-18_44_4_618,-5965021963221055235_121-18_44_4,healthy,healthy-cocoa-leaf,58,221,1269,950
-5965021963221055240_121-18_44_38_619,-5965021963221055240_121-18_44_38,healthy,healthy-cocoa-leaf,212,24,900,1251
-5965021963221055241_121-18_44_45_620,-5965021963221055241_121-18_44_45,healthy,healthy-cocoa-leaf,347,24,868,826
-5965021963221055267_121-18_50_46_621,-5965021963221055267_121-18_50_46,healthy,healthy-cocoa-leaf,0,390,929,1280
-5965021963221055317_121-19_9_20_622,-5965021963221055317_121-19_9_20,healthy,healthy-cocoa-leaf,0,179,1226,958
-5965021963221055323_121-19_10_5_623,-5965021963221055323_121-19_10_5,healthy,healthy-cocoa-leaf,82,32,881,1280
-5965021963221055327_121-19_11_8_624,-5965021963221055327_121-19_11_8,healthy,healthy-cocoa-leaf,0,61,892,1280
-5965021963221055356_121-19_23_35_625,-5965021963221055356_121-19_23_35,healthy,healthy-cocoa-leaf,0,40,844,1280
-5965021963221055370_121-19_26_24_626,-5965021963221055370_121-19_26_24,healthy,healthy-cocoa-leaf,265,53,884,1261
-5965021963221055371_121-19_26_31_627,-5965021963221055371_121-19_26_31,healthy,healthy-cocoa-leaf,0,2,1226,839
-5965021963221055376_121-19_27_39_628,-5965021963221055376_121-19_27_39,healthy,healthy-cocoa-leaf,167,109,817,1280
-5965021963221055376_121-19_27_39_629,-5965021963221055376_121-19_27_39,healthy,healthy-cocoa-leaf,0,0,464,860
-5965021963221055377_121-19_27_47_630,-5965021963221055377_121-19_27_47,healthy,healthy-cocoa-leaf,63,37,788,1012
-5965021963221055390_121-19_29_55_631,-5965021963221055390_121-19_29_55,healthy,healthy-cocoa-leaf,0,50,1226,906
-5965021963221055391_121-19_30_6_632,-5965021963221055391_121-19_30_6,healthy,healthy-cocoa-leaf,294,173,836,1166
-5965021963221055392_121-19_30_19_633,-5965021963221055392_121-19_30_19,healthy,healthy-cocoa-leaf,0,114,438,1280
-5965021963221055393_121-19_30_26_634,-5965021963221055393_121-19_30_26,healthy,healthy-cocoa-leaf,10,37,815,1277
-5965021963221055394_121-19_30_37_635,-5965021963221055394_121-19_30_37,healthy,healthy-cocoa-leaf,17,18,1245,874
-5965021963221055394_121-19_30_37_636,-5965021963221055394_121-19_30_37,healthy,healthy-cocoa-leaf,0,695,435,960
-5965021963221055395_121-19_31_17_637,-5965021963221055395_121-19_31_17,healthy,healthy-cocoa-leaf,0,428,435,864
-5965021963221055396_121-19_31_24_638,-5965021963221055396_121-19_31_24,healthy,healthy-cocoa-leaf,879,0,1249,386
-5965021963221055396_121-19_31_24_639,-5965021963221055396_121-19_31_24,healthy,healthy-cocoa-leaf,106,277,1280,960
-5965021963221055433_121-19_39_21_640,-5965021963221055433_121-19_39_21,healthy,healthy-cocoa-leaf,0,0,901,556
-5965021963221055439_121-19_40_28_641,-5965021963221055439_121-19_40_28,healthy,healthy-cocoa-leaf,137,16,886,1168
-5965021963221055440_121-19_40_38_642,-5965021963221055440_121-19_40_38,healthy,healthy-cocoa-leaf,63,104,844,1214
-5965021963221055441_121-19_40_50_643,-5965021963221055441_121-19_40_50,healthy,healthy-cocoa-leaf,5,66,719,929
-5965021963221055456_121-19_44_21_644,-5965021963221055456_121-19_44_21,healthy,healthy-cocoa-leaf,0,40,727,1280
-5965021963221055473_121-19_49_56_645,-5965021963221055473_121-19_49_56,healthy,healthy-cocoa-leaf,6,40,933,1280
-5965021963221055482_121-19_52_34_646,-5965021963221055482_121-19_52_34,healthy,healthy-cocoa-leaf,6,57,1244,960
-5965021963221055483_121-19_52_45_647,-5965021963221055483_121-19_52_45,healthy,healthy-cocoa-leaf,0,16,1260,892
-5965021963221055487_121-19_53_47_648,-5965021963221055487_121-19_53_47,healthy,healthy-cocoa-leaf,161,64,933,1244
-5965021963221055488_121-19_54_1_649,-5965021963221055488_121-19_54_1,healthy,healthy-cocoa-leaf,145,55,1176,965
-5965021963221055489_121-19_54_13_650,-5965021963221055489_121-19_54_13,healthy,healthy-cocoa-leaf,0,24,766,1280
-5965021963221055516_121-19_59_26_651,-5965021963221055516_121-19_59_26,healthy,healthy-cocoa-leaf,79,12,811,1280
-5965021963221055517_121-19_59_31_652,-5965021963221055517_121-19_59_31,healthy,healthy-cocoa-leaf,0,46,936,1280
-5965021963221055532_121-20_10_2_653,-5965021963221055532_121-20_10_2,healthy,healthy-cocoa-leaf,153,64,804,1280
-5965021963221055576_121-22_46_58_654,-5965021963221055576_121-22_46_58,healthy,healthy-cocoa-leaf,58,11,785,1280
-5965021963221055590_121-22_53_10_655,-5965021963221055590_121-22_53_10,healthy,healthy-cocoa-leaf,129,19,820,1280
-5965021963221055591_121-22_53_18_656,-5965021963221055591_121-22_53_18,healthy,healthy-cocoa-leaf,690,56,960,1280
-5965021963221055591_121-22_53_18_657,-5965021963221055591_121-22_53_18,healthy,healthy-cocoa-leaf,0,19,708,1280
-5965021963221055604_121-22_55_16_658,-5965021963221055604_121-22_55_16,healthy,healthy-cocoa-leaf,52,53,809,1280
-5965021963221055639_121-23_7_26_659,-5965021963221055639_121-23_7_26,healthy,healthy-cocoa-leaf,44,16,881,1280
-5965021963221055642_121-23_7_48_660,-5965021963221055642_121-23_7_48,healthy,healthy-cocoa-leaf,0,24,807,1256
-5965021963221055644_121-23_8_0_661,-5965021963221055644_121-23_8_0,healthy,healthy-cocoa-leaf,0,12,1267,831
-5965021963221055648_121-23_14_46_662,-5965021963221055648_121-23_14_46,healthy,healthy-cocoa-leaf,114,27,878,1280
-5965021963221055656_121-23_15_30_663,-5965021963221055656_121-23_15_30,healthy,healthy-cocoa-leaf,87,24,926,1280
-5965021963221055661_121-23_16_46_664,-5965021963221055661_121-23_16_46,healthy,healthy-cocoa-leaf,79,37,860,1280
-5965021963221055664_121-23_17_1_665,-5965021963221055664_121-23_17_1,healthy,healthy-cocoa-leaf,185,19,793,1280
-5965021963221055670_121-23_18_26_666,-5965021963221055670_121-23_18_26,healthy,healthy-cocoa-leaf,121,27,759,953
-5965021963221055671_121-23_18_31_667,-5965021963221055671_121-23_18_31,healthy,healthy-cocoa-leaf,55,16,897,1280
-5965021963221055672_121-23_18_39_668,-5965021963221055672_121-23_18_39,healthy,healthy-cocoa-leaf,52,27,900,1280
-5965021963221055677_121-23_23_19_669,-5965021963221055677_121-23_23_19,healthy,healthy-cocoa-leaf,0,21,780,1280
-5965021963221055707_121-23_28_54_670,-5965021963221055707_121-23_28_54,healthy,healthy-cocoa-leaf,206,5,796,1264
-5965021963221055712_121-23_29_23_671,-5965021963221055712_121-23_29_23,healthy,healthy-cocoa-leaf,0,287,1210,930
-5965021963221055722_121-23_33_5_672,-5965021963221055722_121-23_33_5,healthy,healthy-cocoa-leaf,37,165,1280,687
-5965021963221055728_121-23_43_19_673,-5965021963221055728_121-23_43_19,healthy,healthy-cocoa-leaf,79,16,769,1280
-5965021963221055738_121-23_44_56_674,-5965021963221055738_121-23_44_56,healthy,healthy-cocoa-leaf,58,37,873,1280
-5965021963221055742_121-23_45_15_675,-5965021963221055742_121-23_45_15,healthy,healthy-cocoa-leaf,313,8,839,882
-5965021963221055742_121-23_45_15_676,-5965021963221055742_121-23_45_15,healthy,healthy-cocoa-leaf,0,19,268,1012
-5965021963221055777_121-0_8_19_677,-5965021963221055777_121-0_8_19,healthy,healthy-cocoa-leaf,193,21,870,1044
-5965021963221055787_121-0_9_46_678,-5965021963221055787_121-0_9_46,healthy,healthy-cocoa-leaf,2,48,873,1280
