image_id,image_path,plant,disease,label,source_dataset,source_archive,image_hash,split,object_count
roboflow_3C1EF32B-54F1-454B-84DC-4BE6C63A5C48-0_10_11_jpeg.rf.6b321c70e3e4232affb1ec5203984019,data/processed/final/train/images/roboflow_3C1EF32B-54F1-454B-84DC-4BE6C63A5C48-0_10_11_jpeg.rf.6b321c70e3e4232affb1ec5203984019.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,e6188f3c40271be8fd4be5ed3e55cfc23aa687f08ad927d8f230fc137eb982eb,train,1
roboflow_3C2E8C95-EA59-435B-AECA-6BE46FECF715-22_15_37_jpeg.rf.bf280ff0cdcafd204469d690ed014712,data/processed/final/train/images/roboflow_3C2E8C95-EA59-435B-AECA-6BE46FECF715-22_15_37_jpeg.rf.bf280ff0cdcafd204469d690ed014712.jpg,cocoa,cssvd,cssvd,Roboflow Cocoa,cocoa.v1i.yolov8,f70d126f7fa708598cb5f2f5e65ee9c77466be2150fe692ca39ed94a79dba731,train,2
roboflow_3C57F451-3CD4-4CF9-AC8A-60ZB66D123F0E-23_6_15_jpeg.rf.847fb44ef4774242117100c15f080bfe,data/processed/final/train/images/roboflow_3C57F451-3CD4-4CF9-AC8A-60ZB66D123F0E-23_6_15_jpeg.rf.847fb44ef4774242117100c15f080bfe.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,f1c265586477447818fb8c85868464126cb2cd9e08a36de8eb98077aea3c2916,train,1
roboflow_3CE325DE-2C61-4CA2-9769-341B02DEDAB9-23_47_10_jpeg.rf.2d1d0d20b0532ae05a12349595e37bcc,data/processed/final/train/images/roboflow_3CE325DE-2C61-4CA2-9769-341B02DEDAB9-23_47_10_jpeg.rf.2d1d0d20b0532ae05a12349595e37bcc.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,77de4529c24bccf3dd7a31c8e9956c345544f4edb48164a4ff57b7b322f96aee,train,1
roboflow_3CEE7D6D-833D-47F1-991D-8A2CD5A0BF32-19_44_48_jpeg.rf.e0d099d31fceb72176d160175e3101af,data/processed/final/train/images/roboflow_3CEE7D6D-833D-47F1-991D-8A2CD5A0BF32-19_44_48_jpeg.rf.e0d099d31fceb72176d160175e3101af.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,da29e4c6fb5970602b8d5cae9441e4149c8d45584a19808babc5c6d8d433c805,train,1
roboflow_3CF0A3FC-E3CC-4F4B-A680-0D1BB69CC63E-0_9_5_jpeg.rf.6927ba4d22e112bdbcca22ba1faafbe7,data/processed/final/train/images/roboflow_3CF0A3FC-E3CC-4F4B-A680-0D1BB69CC63E-0_9_5_jpeg.rf.6927ba4d22e112bdbcca22ba1faafbe7.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,28d762cf2dd64614862876d435a8e17a4c144bd145855a9b97cb5c1c2106b266,train,1
roboflow_3D0D57B7-0F63-4BFB-BD19-2C0AE05B8DB9-23_4_40_jpeg.rf.f88a3eb41aa32afde07d90a0e29b9fba,data/processed/final/train/images/roboflow_3D0D57B7-0F63-4BFB-BD19-2C0AE05B8DB9-23_4_40_jpeg.rf.f88a3eb41aa32afde07d90a0e29b9fba.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,73480776ae95332c1ef5e8245623b30287b4bc65e60ab89e304bda8ff53200b1,train,1
roboflow_3D55A2CD-D52F-4466-9B11-AD36629E421F-21_54_18_jpeg.rf.606e1c06c0d8e0a59628dcfc907b07ab,data/processed/final/train/images/roboflow_3D55A2CD-D52F-4466-9B11-AD36629E421F-21_54_18_jpeg.rf.606e1c06c0d8e0a59628dcfc907b07ab.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,5c999e8e660f85f00d7d134175e7a303d862f9b5610eb8003ca0ca51e346cc42,train,1
roboflow_3D641EEA-D5AA-4164-8F4D-C98783F8AAD2-22_43_14_jpeg.rf.966665eac72da70b3b3aa2638d1249c2,data/processed/final/train/images/roboflow_3D641EEA-D5AA-4164-8F4D-C98783F8AAD2-22_43_14_jpeg.rf.966665eac72da70b3b3aa2638d1249c2.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,960b55bcbd742771d68b4f1effe97c7d3706f6db2cbe3cc993e44fd7bf930ab0,train,1
roboflow_3DA2100B-9550-4DA7-8AE0-D99530B16CF1-0_7_26_jpeg.rf.8fc218b51d309d8c1991bb4921179de8,data/processed/final/train/images/roboflow_3DA2100B-9550-4DA7-8AE0-D99530B16CF1-0_7_26_jpeg.rf.8fc218b51d309d8c1991bb4921179de8.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,f239f907d79e3a2639e0513f9313352113ed5ed1599fde2108086c080fdb355f,train,1
roboflow_3DEC8439-77BE-4500-AEFC-5FDCA28B1E84-15_31_12_jpeg.rf.0d60e5e5641a9181f7cc2fcecd01a4e2,data/processed/final/train/images/roboflow_3DEC8439-77BE-4500-AEFC-5FDCA28B1E84-15_31_12_jpeg.rf.0d60e5e5641a9181f7cc2fcecd01a4e2.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,c8d2fc4b20200c31bf5cd0e0a1336243648f62c3bf1e220e3b07ab56a9aa6bf9,train,1
roboflow_3E163E41-29F1-4634-B705-DBFB3AE81FAB-0_15_7-1-_jpeg.rf.b0ea1cd435af130fad3fb568076a5443,data/processed/final/train/images/roboflow_3E163E41-29F1-4634-B705-DBFB3AE81FAB-0_15_7-1-_jpeg.rf.b0ea1cd435af130fad3fb568076a5443.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,7275bb09286695fbb745cffd41a240ea06b49401e16f6d00b5c29f5ceb84c604,train,1
roboflow_3E63EC82-D5FA-4C94-BF84-C11FACBE9E96-0_11_44-1-_jpeg.rf.caac4158cd4f4aaca9faaff5814718d8,data/processed/final/train/images/roboflow_3E63EC82-D5FA-4C94-BF84-C11FACBE9E96-0_11_44-1-_jpeg.rf.caac4158cd4f4aaca9faaff5814718d8.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,94a325d31475b94ca1f469caf300a9e4db1ef214edec933ba5d6618b61cf6ae3,train,1
roboflow_3E6DA564-EF18-4919-84C1-90FBB559CF38-23_21_45_jpeg.rf.9d00dcfe07003668420cd596719b77e9,data/processed/final/train/images/roboflow_3E6DA564-EF18-4919-84C1-90FBB559CF38-23_21_45_jpeg.rf.9d00dcfe07003668420cd596719b77e9.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,acd77c2a8bf83c14724c3ba08c4b056683e42464abc00fb45bc0b3c5c48e12f7,train,1
roboflow_3E95E3DB-8D8A-455F-AC68-50F54157A054-19_31_47_jpeg.rf.fc33f98ed2c23301cb8a96ff6e1a8fe2,data/processed/final/train/images/roboflow_3E95E3DB-8D8A-455F-AC68-50F54157A054-19_31_47_jpeg.rf.fc33f98ed2c23301cb8a96ff6e1a8fe2.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,4b07449b5b3155d78887cd4fbb1391f4aeb2aad2558990253bc3f66d1c125326,train,1
roboflow_3EA1B589-2D1D-4F3A-848B-29FA80B2E82B-0_49_52_jpeg.rf.6eda294b04d5d36456c773ec28a81838,data/processed/final/train/images/roboflow_3EA1B589-2D1D-4F3A-848B-29FA80B2E82B-0_49_52_jpeg.rf.6eda294b04d5d36456c773ec28a81838.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,226c1f06787b2906d4059963f9b3e31858ca5d7863a708eab83d583c4d8bd8c7,train,1
roboflow_3EAFD66B-707F-49BA-B45F-9944A955C250-23_13_31_jpeg.rf.a944e78c0d0f590f9645a26a82058062,data/processed/final/train/images/roboflow_3EAFD66B-707F-49BA-B45F-9944A955C250-23_13_31_jpeg.rf.a944e78c0d0f590f9645a26a82058062.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,fee573f7893e88e0329a5f2df2a086ee3487a4765b04a9f900881d260bd9ba4c,train,3
roboflow_3EE42017-0A82-4EA7-8F37-7CA5F73781CA-23_14_12_jpeg.rf.e1f97bea7970db7529f4989a91ebcc4b,data/processed/final/train/images/roboflow_3EE42017-0A82-4EA7-8F37-7CA5F73781CA-23_14_12_jpeg.rf.e1f97bea7970db7529f4989a91ebcc4b.jpg,cocoa,healthy,healthy,Roboflow Cocoa,cocoa.v1i.yolov8,a70fa882f7f766416597aaa0d77b537d1d08b3ff11ada9f49d271fc8dd3dd7ad,train,3
roboflow_3EF97531-A5EB-4968-8706-5B71A6889793-22_26_23_jpeg.rf.605d5e37ce929df3afdb362f8c65cb4e,data/processed/final/train/images/roboflow_3EF97531-A5EB-4968-8706-5B71A6889793-22_26_23_jpeg.rf.605d5e37ce929df3afdb362f8c65cb4e.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,1bbc64df6a3011d103e4479f5aac7236e5595107a1fea1cedad0f210078fc8d4,train,1
roboflow_3F1C0AEC-C88E-4131-A2A2-5F0B7CC1A759-0_36_13-1-_jpeg.rf.5ec0e789d5c440232f5fa21089199919,data/processed/final/train/images/roboflow_3F1C0AEC-C88E-4131-A2A2-5F0B7CC1A759-0_36_13-1-_jpeg.rf.5ec0e789d5c440232f5fa21089199919.jpg,cocoa,healthy,healthy,Roboflow Cocoa,cocoa.v1i.yolov8,25a790d338cc431d32b9f7b878efa28d86f5b9984fe35951e8c71e88ec3f5485,train,2
roboflow_3F41F4A5-799D-42F4-8F50-7A116424D608-18_29_33_jpeg.rf.e4b302cf5cc8235383afd6c8e813d54a,data/processed/final/train/images/roboflow_3F41F4A5-799D-42F4-8F50-7A116424D608-18_29_33_jpeg.rf.e4b302cf5cc8235383afd6c8e813d54a.jpg,cocoa,cssvd,cssvd,Roboflow Cocoa,cocoa.v1i.yolov8,8887c843f94e561b9b41eb0859e385ef56ed50e35fe8fbc70fa8df2b5c3cf10e,train,3
roboflow_3F6AA2BA-E08E-4BAD-B335-E5DCF70A1B1D-0_12_15_jpeg.rf.8acac48a95a09fd70e6dd7b4c7126968,data/processed/final/train/images/roboflow_3F6AA2BA-E08E-4BAD-B335-E5DCF70A1B1D-0_12_15_jpeg.rf.8acac48a95a09fd70e6dd7b4c7126968.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,83cc167941b7f0bb54165375813cb5081fd3243c0c9f2b9f4bab34668d3493b9,train,1
roboflow_3F77CACC-EC1C-40E8-BBD4-653FC713D124-0_39_20_jpeg.rf.ca18470e20e925c7b129ea6244c09723,data/processed/final/train/images/roboflow_3F77CACC-EC1C-40E8-BBD4-653FC713D124-0_39_20_jpeg.rf.ca18470e20e925c7b129ea6244c09723.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,bdeb883e1e28f1942d322f1527baec890ade86379ae20928334436684945116d,train,1
roboflow_3FBD24A8-58A3-4BAF-9983-85B7450F32EF-23_50_58_jpeg.rf.de107dcaf8a4638fc00110bf129e5fae,data/processed/final/train/images/roboflow_3FBD24A8-58A3-4BAF-9983-85B7450F32EF-23_50_58_jpeg.rf.de107dcaf8a4638fc00110bf129e5fae.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,674605887aa4765d2b94db66a2d143c00ca32cc3fa7b9ab72554263457240c49,train,1
roboflow_3FBE118A-D679-4C92-9493-66892F32AE91-22_51_41_jpeg.rf.c50bd2e0574d9d808ea2bc55693e04f9,data/processed/final/train/images/roboflow_3FBE118A-D679-4C92-9493-66892F32AE91-22_51_41_jpeg.rf.c50bd2e0574d9d808ea2bc55693e04f9.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,c2da2d003ce51e040a714662a18e5e04ab9c1aebd0070a21e8aaa88eb4a2cfa3,train,1
roboflow_4003C6BF-CA2B-43BA-8C9E-3E04FBB4C26E-22_36_15_jpeg.rf.12559d24ea690a6fa347c8edfb25f3cc,data/processed/final/train/images/roboflow_4003C6BF-CA2B-43BA-8C9E-3E04FBB4C26E-22_36_15_jpeg.rf.12559d24ea690a6fa347c8edfb25f3cc.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,b505dfe952c4f0659e7abc6b9b3d67a96fe99095f7357530d8a5f9a1793c6d3d,train,1
roboflow_40262E68-FFA5-4754-8431-61D748861DB9-19_21_23_jpeg.rf.4b0418027a6cdc3ff28e07d64f05c225,data/processed/final/train/images/roboflow_40262E68-FFA5-4754-8431-61D748861DB9-19_21_23_jpeg.rf.4b0418027a6cdc3ff28e07d64f05c225.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,a9ae903f4ec6dddcd5b87ed82ca280e910086bd5463d6fc13b1951566e5f30d6,train,1
roboflow_403F2CFD-2989-4D0B-A98D-AE5B31094A3F-0_38_20_jpeg.rf.601ae1eb8014153b83430148adb0f0ea,data/processed/final/train/images/roboflow_403F2CFD-2989-4D0B-A98D-AE5B31094A3F-0_38_20_jpeg.rf.601ae1eb8014153b83430148adb0f0ea.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,25d27ae708f2fb3365d3510078367f822d5a66ca863b7c22f15d1d554c9e07ae,train,3
roboflow_4048444B-A898-4138-98DB-111A898421C9-19_56_32_jpeg.rf.d8ac85c0ce56e5c2b62ee118610cc9a6,data/processed/final/train/images/roboflow_4048444B-A898-4138-98DB-111A898421C9-19_56_32_jpeg.rf.d8ac85c0ce56e5c2b62ee118610cc9a6.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,c195f1dbae0c9bb0621bd5c2c0dd4629edf86c61e650a926783dbcdee417419b,train,2
roboflow_40C05AB6-59D9-4FD6-83AC-BC34F4DFDDE3-23_2_40_jpeg.rf.13d5542662c31aed2d625cbde771c336,data/processed/final/train/images/roboflow_40C05AB6-59D9-4FD6-83AC-BC34F4DFDDE3-23_2_40_jpeg.rf.13d5542662c31aed2d625cbde771c336.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,c2b2815cf22074e5620ab76209a2ee565faee93715cde1bc29ed012274d59683,train,1
roboflow_40E369ED-B22D-464E-9131-D02CADAC660D-15_47_58_jpeg.rf.39f910d63dbf34f1b3a2b13e47cf1a67,data/processed/final/train/images/roboflow_40E369ED-B22D-464E-9131-D02CADAC660D-15_47_58_jpeg.rf.39f910d63dbf34f1b3a2b13e47cf1a67.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,01782dba655110eebdf008542e44a03ce14eb6dadfba5768a8786bda2d31b8df,train,1
roboflow_412C1CD7-FC0D-47E7-995A-B82D8441AEAC-1_11_58_jpeg.rf.9d67132c3b86263aca839e8db02cdf78,data/processed/final/train/images/roboflow_412C1CD7-FC0D-47E7-995A-B82D8441AEAC-1_11_58_jpeg.rf.9d67132c3b86263aca839e8db02cdf78.jpg,cocoa,healthy,healthy,Roboflow Cocoa,cocoa.v1i.yolov8,c11173183be2d4a6bfd530f1372ec56a01e6b7f7b8911a762f565c746b9cbd1c,train,2
roboflow_41A94913-98E3-4E27-B868-FA5FE63ED739-23_10_55_jpeg.rf.cbdc7b037d81446bcc45e07ee16e99ad,data/processed/final/train/images/roboflow_41A94913-98E3-4E27-B868-FA5FE63ED739-23_10_55_jpeg.rf.cbdc7b037d81446bcc45e07ee16e99ad.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,cf946a78f2092f4bc02713f5926551ee50b786918c7a2e54795339a2ec720278,train,1
roboflow_41AFAEDC-59E7-4865-922A-3BBBEA65D1CF-23_27_40_jpeg.rf.c46ed2a8490059faf2783217ffda69be,data/processed/final/train/images/roboflow_41AFAEDC-59E7-4865-922A-3BBBEA65D1CF-23_27_40_jpeg.rf.c46ed2a8490059faf2783217ffda69be.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,ab646eb5270dc09aa1771456f6080ae4804198fe2c2162246083cd9ec7bfb063,train,1
roboflow_41E709A0-040D-410A-B71A-C892DF4819ED-12_36_1_jpeg.rf.5c3e3e16c967b505be0b7405c96a520b,data/processed/final/train/images/roboflow_41E709A0-040D-410A-B71A-C892DF4819ED-12_36_1_jpeg.rf.5c3e3e16c967b505be0b7405c96a520b.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,17d77b12fc05715b8c1473990620bc4ed1c305cb22ad5a3a0c52432cb1842c31,train,1
roboflow_41F4A0AD-9652-4235-9ADA-6B40FBD87C17-18_15_27_jpeg.rf.3d2e4c755c36170bace4caa1ef1a40ea,data/processed/final/train/images/roboflow_41F4A0AD-9652-4235-9ADA-6B40FBD87C17-18_15_27_jpeg.rf.3d2e4c755c36170bace4caa1ef1a40ea.jpg,cocoa,cssvd,cssvd,Roboflow Cocoa,cocoa.v1i.yolov8,75202a1942f28e28c0e2e8bcbbd8d92aa8bfd7d80e27f97b59d5c668afedc3e3,train,1
roboflow_421670CA-7A32-47D9-9A72-922AC71DA545-20_3_17_jpeg.rf.0b804133ab998dad88c2edfce20308bf,data/processed/final/train/images/roboflow_421670CA-7A32-47D9-9A72-922AC71DA545-20_3_17_jpeg.rf.0b804133ab998dad88c2edfce20308bf.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,8b28a7278ab49deb5ed13c26a6be0783e2c128aeaf8f02a8ce6fc3050d2299ac,train,1
roboflow_429E44D2-1515-413F-8A97-56B421D44FFE-1_40_23_jpeg.rf.eb2fd2fd7da2c89316f97c27f2512b6e,data/processed/final/train/images/roboflow_429E44D2-1515-413F-8A97-56B421D44FFE-1_40_23_jpeg.rf.eb2fd2fd7da2c89316f97c27f2512b6e.jpg,cocoa,cssvd,cssvd,Roboflow Cocoa,cocoa.v1i.yolov8,f4954cc4221ed0642b2d9bd8a576ee3f0f094b5345c01b85c959366ab6e95f5e,train,2
roboflow_42F01550-0139-4BC6-82BB-689F7EC5E258-0_49_52_jpeg.rf.d3ea4875e582f704b6e16c350048370d,data/processed/final/train/images/roboflow_42F01550-0139-4BC6-82BB-689F7EC5E258-0_49_52_jpeg.rf.d3ea4875e582f704b6e16c350048370d.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,9a971b46b17d60893cfdb97e191fe1866d248421ecbb148167bde391066c772b,train,1
roboflow_44AC89DC-8620-4ACA-9EBD-456E7C0ED036-23_23_15_jpeg.rf.e509acfabf49f506bc47dc50d5e9004a,data/processed/final/train/images/roboflow_44AC89DC-8620-4ACA-9EBD-456E7C0ED036-23_23_15_jpeg.rf.e509acfabf49f506bc47dc50d5e9004a.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,f9c09328401b3718ef12905072b33342b63ae2fa98c7d6e99add196920945ab8,train,1
roboflow_44AE4174-11F2-4C47-A7E8-C59D5ACCE5E8-20_6_35_jpeg.rf.831fdcf52ef5713d6f94c2a5f34e93bd,data/processed/final/train/images/roboflow_44AE4174-11F2-4C47-A7E8-C59D5ACCE5E8-20_6_35_jpeg.rf.831fdcf52ef5713d6f94c2a5f34e93bd.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,4527e71ce2658f42f10f6d671948c59e437fd9fc6fa81273473ee50feb737b67,train,1
roboflow_44BA32EA-B80F-4EA9-87C2-44083B1C7767-0_19_20_jpeg.rf.318cd5f56dad601e518d52bb34af6d54,data/processed/final/train/images/roboflow_44BA32EA-B80F-4EA9-87C2-44083B1C7767-0_19_20_jpeg.rf.318cd5f56dad601e518d52bb34af6d54.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,4f4c456743964c1d57bf2175c105379ee28a6874f7c5eacdd5b0909c93b003cb,train,1
roboflow_44C33065-7CDD-428C-A718-C91D69EA08D8-23_20_51_jpeg.rf.658754f20d4631bdc7ec8f855408534b,data/processed/final/train/images/roboflow_44C33065-7CDD-428C-A718-C91D69EA08D8-23_20_51_jpeg.rf.658754f20d4631bdc7ec8f855408534b.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,f2a1450ba04dd7a3e69921deb637b2b0bb12ab91ffa32127e1cccdd8816756f8,train,1
roboflow_44F3153F-0821-47F1-AB5D-76AB562E2EDF-23_14_40_jpeg.rf.4b4ee8b08778585751565de128a80cf0,data/processed/final/train/images/roboflow_44F3153F-0821-47F1-AB5D-76AB562E2EDF-23_14_40_jpeg.rf.4b4ee8b08778585751565de128a80cf0.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,9eee4823dcf5e09c5209d0310de2eda0f6986501bd09b3c365275c39ed56edce,train,1
roboflow_454E2B4F-75A0-4BAF-9D68-D41065CBE7D9-1_25_57_jpeg.rf.fa9be2808a186a930627f8bd63e2ca39,data/processed/final/train/images/roboflow_454E2B4F-75A0-4BAF-9D68-D41065CBE7D9-1_25_57_jpeg.rf.fa9be2808a186a930627f8bd63e2ca39.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,a0d8dc0197ff9bc582e8d9592e5a95a13bf7e8ea6aa513337125c410862838bf,train,1
roboflow_455F1DBF-A56A-416E-96C4-0E2C182E0F91-19_16_33_jpeg.rf.673b13e7a85de0fbca585f45ea221143,data/processed/final/train/images/roboflow_455F1DBF-A56A-416E-96C4-0E2C182E0F91-19_16_33_jpeg.rf.673b13e7a85de0fbca585f45ea221143.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,f749e05f1707d143633b6f0974507aa76b7f4be4b98db97a7438fa802680ea92,train,1
roboflow_45CD833A-025A-45A5-B288-D0B06C28EC43-23_40_20_jpeg.rf.a8f185ea406c037b676c9521e0ce21a2,data/processed/final/train/images/roboflow_45CD833A-025A-45A5-B288-D0B06C28EC43-23_40_20_jpeg.rf.a8f185ea406c037b676c9521e0ce21a2.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,0ecfe479321bc84855427a9c2a0035e194dc8397cb47bef1ee1e8192dd404217,train,1
roboflow_467D1C71-6B7C-4563-9889-AD84B9EC5AD2-22_59_46_jpeg.rf.ef4608c88df361441f025dba5c73a8dd,data/processed/final/train/images/roboflow_467D1C71-6B7C-4563-9889-AD84B9EC5AD2-22_59_46_jpeg.rf.ef4608c88df361441f025dba5c73a8dd.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,8614fda5587c522c817b59fbcecc7dfa072a7d10f58c115ae4d24db5524f0370,train,1
roboflow_467EF87C-CB9A-4653-A4EB-C4C006C964AC-23_25_17_jpeg.rf.64c58d1fcaa68806f399cb80d83950a5,data/processed/final/train/images/roboflow_467EF87C-CB9A-4653-A4EB-C4C006C964AC-23_25_17_jpeg.rf.64c58d1fcaa68806f399cb80d83950a5.jpg,cocoa,cssvd,cssvd,Roboflow Cocoa,cocoa.v1i.yolov8,64782867b69263f54ae2bf6dc4464b4d0c0b9ca48d6d4571e157b37b1c8acb6e,train,1
roboflow_46DC6426-4C3A-4D0C-85A9-DBAE41CE8416-1_32_6_jpeg.rf.58cc7725b9f3c3f9d72102175ee3b1c2,data/processed/final/train/images/roboflow_46DC6426-4C3A-4D0C-85A9-DBAE41CE8416-1_32_6_jpeg.rf.58cc7725b9f3c3f9d72102175ee3b1c2.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,521b6d3dec0ad4f1eff3f499f3bac677bad17be257744955feb10e6c20a6395e,train,1
roboflow_4702B32D-3578-409F-83AC-6132FD4734BB-0_49_3_jpeg.rf.a6e6569e89fa70dafdabfc3388854eb7,data/processed/final/train/images/roboflow_4702B32D-3578-409F-83AC-6132FD4734BB-0_49_3_jpeg.rf.a6e6569e89fa70dafdabfc3388854eb7.jpg,cocoa,cssvd,cssvd,Roboflow Cocoa,cocoa.v1i.yolov8,1f4611d36e6117778771c3a8025fc7a18325d8a563948a2adec8f081fa679f05,train,1
roboflow_4744F2CA-B05F-4037-9C88-5BCB455D14A9-0_38_44_jpeg.rf.de6f6c0b364e2a0d02489665ce27005d,data/processed/final/train/images/roboflow_4744F2CA-B05F-4037-9C88-5BCB455D14A9-0_38_44_jpeg.rf.de6f6c0b364e2a0d02489665ce27005d.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,0ea28242dc55c3e0221975e8fd9a421daa86be11773a1de1c60d971f5597af17,train,1
roboflow_47AB547B-E1D4-429A-81C3-A92BC1F5AA88-1_19_37_jpeg.rf.9509f32a71b6d968fc8da528c479b321,data/processed/final/train/images/roboflow_47AB547B-E1D4-429A-81C3-A92BC1F5AA88-1_19_37_jpeg.rf.9509f32a71b6d968fc8da528c479b321.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,51eceddf80e1444b430fedab7d750dff8d43248274c160244430dd24254e6483,train,1
roboflow_47EBAB78-4640-4B9D-ADFF-F47156F5FC98-22_38_58-1-_jpeg.rf.f308ecca062472d6915b9806ad417331,data/processed/final/train/images/roboflow_47EBAB78-4640-4B9D-ADFF-F47156F5FC98-22_38_58-1-_jpeg.rf.f308ecca062472d6915b9806ad417331.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,bc21a8ebd4cdfd63599c59c8e6389d4128b12e10a7698ca14f3ed42d0aa568d4,train,1
roboflow_482683FC-0F48-4F49-9C2F-E600E7A42FEB-19_31_38_jpeg.rf.0a6911d6b3f052e447fd1b0c22969dd5,data/processed/final/train/images/roboflow_482683FC-0F48-4F49-9C2F-E600E7A42FEB-19_31_38_jpeg.rf.0a6911d6b3f052e447fd1b0c22969dd5.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,27159248502de1600dbd050e0e2408239185c94d7e85e56867cd8adaf1ebea8a,train,1
roboflow_4841864C-DCCF-48E9-BB63-742BFE7D3719-22_20_52_jpeg.rf.13b9b91b6500b39c55ebd07bcfc5ce71,data/processed/final/train/images/roboflow_4841864C-DCCF-48E9-BB63-742BFE7D3719-22_20_52_jpeg.rf.13b9b91b6500b39c55ebd07bcfc5ce71.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,4c9bf752bb5f4098939e7685d0ea0c7a351be2000e22e5010bb860d4b1b522c6,train,1
roboflow_48B54DB9-8C7E-41C0-8157-E3000770EB35-22_20_19_jpeg.rf.15a996e4f90412b59cc24472205f8eac,data/processed/final/train/images/roboflow_48B54DB9-8C7E-41C0-8157-E3000770EB35-22_20_19_jpeg.rf.15a996e4f90412b59cc24472205f8eac.jpg,cocoa,anthracnose,anthracnose,Roboflow Cocoa,cocoa.v1i.yolov8,3d4980a87a8e487baf71ff4199301fdffe8e1d4c5c317063dd2b67a68ec3fdf6,train,1
